,datetime,temp,atemp,humidity,windspeed,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,season_2,season_3,season_4,holiday_1,workingday_1,weather_2,weather_3,count_predicted
16,2012-02-17 19:00:00,15.58,19.695,37.0,15.0013,-0.9659258262890684,0.2588190451025203,-0.2993631229733582,-0.9541392564000488,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243
17,2012-04-15 18:00:00,28.7,31.82,42.0,16.9979,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,253
18,2012-10-06 23:00:00,18.04,21.97,62.0,8.9981,-0.25881904510252157,0.9659258262890681,0.9377521321470804,0.3473052528448203,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,224
19,2012-07-17 00:00:00,29.52,35.605,84.0,7.0015,0.0,1.0,-0.2993631229733582,-0.9541392564000488,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,44
20,2012-09-13 11:00:00,27.06,31.06,50.0,11.0014,0.258819045102521,-0.9659258262890682,0.48530196253108104,-0.8743466161445821,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,243
21,2012-01-13 07:00:00,10.66,12.88,60.0,15.0013,0.9659258262890683,-0.25881904510252063,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115
22,2012-08-11 08:00:00,27.06,30.305,83.0,7.0015,0.8660254037844387,-0.49999999999999983,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97
23,2011-09-17 08:00:00,18.86,22.725,77.0,16.9979,0.8660254037844387,-0.49999999999999983,-0.2993631229733582,-0.9541392564000488,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53
24,2011-11-04 11:00:00,18.04,21.97,67.0,30.0026,0.258819045102521,-0.9659258262890682,0.72479278722912,0.6889669190756866,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.0,1.0,0.0,135
25,2011-10-01 11:00:00,15.58,19.695,82.0,22.0028,0.258819045102521,-0.9659258262890682,0.20129852008866006,0.9795299412524945,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,71
26,2011-03-03 12:00:00,9.02,11.365,25.0,8.9981,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49
27,2012-12-05 19:00:00,15.58,19.695,43.0,23.9994,-0.9659258262890684,0.2588190451025203,0.8486442574947509,0.5289640103269624,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,336
28,2012-06-18 23:00:00,24.6,28.79,78.0,12.998,-0.25881904510252157,0.9659258262890681,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,47
29,2012-09-19 18:00:00,23.78,27.275,40.0,19.0012,-1.0,-1.8369701987210297e-16,-0.651372482722222,-0.7587581226927911,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,698
30,2011-11-08 19:00:00,18.86,22.725,59.0,0.0,-0.9659258262890684,0.2588190451025203,0.9987165071710528,-0.05064916883871264,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,348
31,2011-02-18 13:00:00,24.6,31.06,43.0,12.998,-0.2588190451025208,-0.9659258262890683,-0.4853019625310808,-0.8743466161445822,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84
32,2011-11-07 10:00:00,14.76,17.425,93.0,8.9981,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,192
33,2011-08-10 14:00:00,34.44,36.365,34.0,22.0028,-0.4999999999999998,-0.8660254037844388,0.8978045395707416,-0.4403941515576344,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,151
34,2012-05-02 00:00:00,24.6,28.79,78.0,7.0015,0.0,1.0,0.39435585511331855,0.9189578116202306,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59
35,2011-01-14 14:00:00,9.02,10.605,41.0,19.0012,-0.4999999999999998,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73
36,2011-07-17 01:00:00,26.24,30.305,69.0,12.998,0.25881904510252074,0.9659258262890683,-0.2993631229733582,-0.9541392564000488,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
37,2011-07-14 15:00:00,31.16,33.335,33.0,19.9995,-0.7071067811865471,-0.7071067811865479,0.29936312297335804,-0.9541392564000488,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,249
38,2011-03-04 03:00:00,7.38,8.335,74.0,16.9979,0.7071067811865475,0.7071067811865476,0.72479278722912,0.6889669190756866,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
39,2012-12-18 15:00:00,18.86,22.725,44.0,32.9975,-0.7071067811865471,-0.7071067811865479,-0.4853019625310808,-0.8743466161445822,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,352
40,2012-12-14 10:00:00,10.66,12.88,81.0,12.998,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,263
41,2011-05-14 03:00:00,20.5,24.24,88.0,8.9981,0.7071067811865475,0.7071067811865476,0.29936312297335804,-0.9541392564000488,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13
42,2012-03-19 23:00:00,22.96,26.515,78.0,8.9981,-0.25881904510252157,0.9659258262890681,-0.651372482722222,-0.7587581226927911,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,118
43,2011-01-08 05:00:00,6.56,8.335,74.0,11.0014,0.9659258262890683,0.25881904510252074,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
44,2011-08-13 06:00:00,26.24,30.305,73.0,6.0032,1.0,6.123233995736766e-17,0.48530196253108104,-0.8743466161445821,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28
45,2011-08-04 02:00:00,27.06,29.545,94.0,6.0032,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7
46,2012-02-03 05:00:00,10.66,12.88,60.0,15.0013,0.9659258262890683,0.25881904510252074,0.5712682150947923,0.8207634412072763,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12
47,2012-12-16 21:00:00,14.76,18.94,93.0,0.0,-0.7071067811865477,0.7071067811865474,-0.10116832198743204,-0.9948693233918952,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,122
48,2011-01-04 09:00:00,6.852233045,5.350293027,64.0,14.83933196,0.7071067811865476,-0.7071067811865475,0.72479278722912,0.6889669190756866,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,164
49,2011-04-06 01:00:00,10.66,13.635,60.0,8.9981,0.25881904510252074,0.9659258262890683,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8
50,2012-03-09 11:00:00,14.76,16.665,34.0,23.9994,0.258819045102521,-0.9659258262890682,0.9680771188662043,-0.2506525322587204,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,122
51,2012-10-12 20:00:00,17.22,21.21,47.0,8.9981,-0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,445
52,2011-06-14 20:00:00,24.6,31.06,56.0,11.0014,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,349
53,2012-12-06 02:00:00,9.833147539,12.32732446,51.0,19.62863142,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8
54,2012-12-03 02:00:00,17.22,21.21,77.0,11.0014,0.49999999999999994,0.8660254037844387,0.5712682150947923,0.8207634412072763,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7
55,2011-07-10 17:00:00,34.44,37.12,36.0,15.0013,-0.9659258262890683,-0.25881904510252063,0.8978045395707416,-0.4403941515576344,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,383
56,2012-01-09 22:00:00,8.174697339,12.70844557,94.0,5.351659395,-0.5000000000000004,0.8660254037844384,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,63
57,2012-01-10 17:00:00,17.22,21.21,38.0,16.9979,-0.9659258262890683,-0.25881904510252063,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,364
58,2012-08-07 04:00:00,27.88,31.82,83.0,8.9981,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11
59,2011-01-17 04:00:00,7.38,9.85,43.0,8.9981,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
60,2011-05-03 15:00:00,28.7,32.575,58.0,30.0026,-0.7071067811865471,-0.7071067811865479,0.5712682150947923,0.8207634412072763,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,1.0,1.0,0.0,275
61,2012-04-08 07:00:00,15.58,19.695,27.0,11.0014,0.9659258262890683,-0.25881904510252063,0.9987165071710528,-0.05064916883871264,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55
62,2011-07-04 05:00:00,25.71096717,29.41123364,85.0,8.657908077,0.9659258262890683,0.25881904510252074,0.72479278722912,0.6889669190756866,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6
63,2011-01-13 14:00:00,9.02,9.85,41.0,26.0027,-0.4999999999999998,-0.8660254037844388,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
64,2012-08-18 23:00:00,26.24,30.305,65.0,6.0032,-0.25881904510252157,0.9659258262890681,-0.4853019625310808,-0.8743466161445822,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,210
65,2012-12-11 00:00:00,18.86,22.725,77.0,31.0009,0.0,1.0,0.7907757369376989,-0.6121059825476626,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,24
66,2012-03-11 09:00:00,10.66,12.88,60.0,15.0013,0.7071067811865476,-0.7071067811865475,0.7907757369376989,-0.6121059825476626,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
67,2012-03-18 08:00:00,17.22,21.21,88.0,7.0015,0.8660254037844387,-0.49999999999999983,-0.4853019625310808,-0.8743466161445822,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99
68,2011-12-06 03:00:00,18.86,22.725,87.0,12.998,0.7071067811865475,0.7071067811865476,0.9377521321470804,0.3473052528448203,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6
69,2011-11-05 14:00:00,17.92999931,21.56071913,36.0,7.499717921,-0.4999999999999998,-0.8660254037844388,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,585
70,2012-10-10 11:00:00,22.14,25.76,52.0,12.998,0.258819045102521,-0.9659258262890682,0.8978045395707416,-0.4403941515576344,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,288
71,2011-11-02 20:00:00,16.42419071,20.84145211,67.0,8.494644305,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,273
72,2011-07-18 21:00:00,30.34,34.85,66.0,12.998,-0.7071067811865477,0.7071067811865474,-0.4853019625310808,-0.8743466161445822,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,310
73,2011-03-09 15:00:00,14.76,16.665,71.0,19.9995,-0.7071067811865471,-0.7071067811865479,0.9680771188662043,-0.2506525322587204,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,113
74,2012-12-10 17:00:00,19.68,23.485,82.0,19.0012,-0.9659258262890683,-0.25881904510252063,0.8978045395707416,-0.4403941515576344,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,348
75,2011-01-02 20:00:00,12.3,13.635,39.0,23.9994,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
76,2012-10-01 10:00:00,22.14,25.76,56.0,0.0,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,351
77,2012-07-17 14:00:00,38.54,41.665,29.0,16.9979,-0.4999999999999998,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,175
78,2012-03-07 15:00:00,22.14,25.76,37.0,30.0026,-0.7071067811865471,-0.7071067811865479,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273
79,2011-02-09 22:00:00,6.56,8.335,80.0,11.0014,-0.5000000000000004,0.8660254037844384,0.9680771188662043,-0.2506525322587204,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44
80,2011-01-16 01:00:00,10.66,13.635,56.0,8.9981,0.25881904510252074,0.9659258262890683,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
81,2012-02-19 12:00:00,11.48,13.635,52.0,16.9979,1.2246467991473532e-16,-1.0,-0.651372482722222,-0.7587581226927911,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186
82,2011-02-09 02:00:00,3.28,3.79,38.0,19.0012,0.49999999999999994,0.8660254037844387,0.9680771188662043,-0.2506525322587204,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
83,2011-09-06 09:00:00,22.14,25.76,81.0,27.9993,0.7071067811865476,-0.7071067811865475,0.9377521321470804,0.3473052528448203,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,371
84,2011-06-11 08:00:00,30.34,34.09,58.0,12.998,0.8660254037844387,-0.49999999999999983,0.7907757369376989,-0.6121059825476626,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,137
85,2011-02-08 02:00:00,10.66,13.635,93.0,7.0015,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5
86,2012-08-15 14:00:00,31.16,34.85,52.0,19.9995,-0.4999999999999998,-0.8660254037844388,0.10116832198743272,-0.994869323391895,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,1.0,1.0,0.0,196
87,2011-05-17 12:00:00,24.28913044,26.31766832,81.0,28.32985949,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,1.0,0.0,1.0,46
88,2012-04-03 18:00:00,24.6,30.305,26.0,11.0014,-1.0,-1.8369701987210297e-16,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,509
89,2011-05-14 07:00:00,19.68,23.485,100.0,0.0,0.9659258262890683,-0.25881904510252063,0.29936312297335804,-0.9541392564000488,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31
90,2011-01-06 08:00:00,6.56,11.365,59.0,0.0,0.8660254037844387,-0.49999999999999983,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127
91,2011-05-04 22:00:00,15.58,19.695,62.0,15.0013,-0.5000000000000004,0.8660254037844384,0.72479278722912,0.6889669190756866,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,134
92,2011-08-14 18:00:00,30.34,34.85,66.0,11.0014,-1.0,-1.8369701987210297e-16,0.29936312297335804,-0.9541392564000488,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,281
93,2012-12-01 18:00:00,13.94,18.18,76.0,0.0,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,250
94,2011-01-11 17:00:00,6.56,7.575,86.0,15.0013,-0.9659258262890683,-0.25881904510252063,0.7907757369376989,-0.6121059825476626,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67
95,2011-02-10 17:00:00,6.832442159,8.570047184,26.0,13.72980121,-0.9659258262890683,-0.25881904510252063,0.8978045395707416,-0.4403941515576344,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169
96,2011-02-08 23:00:00,4.92,5.305,33.0,22.0028,-0.25881904510252157,0.9659258262890681,0.9987165071710528,-0.05064916883871264,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22
97,2011-03-13 04:00:00,13.94,16.665,66.0,11.0014,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
98,2012-06-18 15:00:00,24.6,29.545,69.0,12.998,-0.7071067811865471,-0.7071067811865479,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,282
99,2012-04-16 18:00:00,32.0337626,35.95977068,27.0,25.50697617,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,215
100,2011-09-05 10:00:00,28.7,32.575,70.0,11.0014,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0,0.0,1.0,0.0,301
101,2012-09-17 05:00:00,19.68,23.485,82.0,6.0032,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32
102,2011-12-05 19:00:00,18.86,22.725,77.0,0.0,-0.9659258262890684,0.2588190451025203,0.8486442574947509,0.5289640103269624,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,428
103,2011-01-10 01:00:00,4.92,6.06,50.0,19.0012,0.25881904510252074,0.9659258262890683,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
104,2012-05-08 08:00:00,22.14,25.76,73.0,19.9995,0.8660254037844387,-0.49999999999999983,0.9987165071710528,-0.05064916883871264,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,1.0,1.0,0.0,327
105,2011-07-08 16:00:00,27.88,31.82,83.0,30.0026,-0.8660254037844384,-0.5000000000000004,0.9987165071710528,-0.05064916883871264,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,0.0,1.0,0.0,1.0,118
106,2012-09-06 07:00:00,28.7,33.335,84.0,7.0015,0.9659258262890683,-0.25881904510252063,0.9377521321470804,0.3473052528448203,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,284
107,2012-11-06 17:00:00,13.12,15.15,53.0,15.0013,-0.9659258262890683,-0.25881904510252063,0.9377521321470804,0.3473052528448203,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,333
108,2012-03-05 20:00:00,10.66,11.365,37.0,31.0009,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109
109,2011-10-01 13:00:00,16.4,20.455,82.0,22.0028,-0.2588190451025208,-0.9659258262890683,0.20129852008866006,0.9795299412524945,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,175
110,2011-04-17 14:00:00,21.32,25.0,34.0,26.0027,-0.4999999999999998,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,583
111,2012-08-18 11:00:00,29.52,33.335,51.0,0.0,0.258819045102521,-0.9659258262890682,-0.4853019625310808,-0.8743466161445822,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,292
112,2012-09-03 22:00:00,28.7,33.335,84.0,8.9981,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0,0.0,1.0,0.0,133
113,2011-03-13 08:00:00,16.4,20.455,50.0,19.9995,0.8660254037844387,-0.49999999999999983,0.48530196253108104,-0.8743466161445821,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
114,2011-05-12 08:00:00,19.68,23.485,82.0,12.998,0.8660254037844387,-0.49999999999999983,0.6513724827222223,-0.758758122692791,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,420
115,2011-10-10 11:00:00,27.57627254,29.67051608,69.0,6.732810443,0.258819045102521,-0.9659258262890682,0.8978045395707416,-0.4403941515576344,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,173
116,2012-04-11 10:00:00,13.94,15.15,49.0,22.0028,0.49999999999999994,-0.8660254037844387,0.7907757369376989,-0.6121059825476626,0.8660254037844387,-0.49999999999999983,1.0,0.0,0.0,0.0,1.0,1.0,0.0,142
